player,team,position,market,line,over_odds,under_odds,is_main_line,status,push_rule,model_mean,model_median,model_p_over,model_p_under,model_p_push,model_mcse_over,model_mcse_under,market_raw_p_over,market_raw_p_under,market_hold,market_novig_p_over,market_novig_p_under,edge_over,edge_under,ev_over,ev_under,simulation_draws,model_source_arrays,gsis_id,line_timestamp_utc,forecast_identity,market_snapshot_identity,support_status,refusal_reason
DJ Moore,BUF,WR,Player Receiving Yards,99.5,300,-500,False,open_two_sided,"no push, half-point line",37.615875,28.0,0.07175,0.92825,0.0,0.0028853495780407617,0.0028853495780407613,0.25,0.8333333333333334,0.08333333333333348,0.23076923076923073,0.7692307692307692,-0.15901923076923075,0.15901923076923086,-0.7130000000000001,0.11390000000000003,8000,receiving/receiving_yards,00-0034827,2026-09-17T20:16:57.999276Z,c3probe_V1_CANDIDATE_R9_W1P_GSVUC/d709e67b82d5b01c,hardrock:202609189BE34D3B@2026-09-17T21:45:02Z,EXACT_MODEL_SUPPORTED,
DJ Moore,BUF,WR,Player Receiving Yards,100.5,300,-500,False,open_two_sided,"no push, half-point line",37.615875,28.0,0.06975,0.93025,0.0,0.0028479145330399225,0.002847914533039922,0.25,0.8333333333333334,0.08333333333333348,0.23076923076923073,0.7692307692307692,-0.16101923076923072,0.16101923076923086,-0.721,0.11630000000000004,8000,receiving/receiving_yards,00-0034827,2026-09-17T20:18:14.554565Z,c3probe_V1_CANDIDATE_R9_W1P_GSVUC/d709e67b82d5b01c,hardrock:202609189BE34D3B@2026-09-17T21:45:02Z,EXACT_MODEL_SUPPORTED,
DJ Moore,BUF,WR,Player Receiving Yards,105.5,375,-650,False,open_two_sided,"no push, half-point line",37.615875,28.0,0.05925,0.94075,0.0,0.0026395889239614564,0.0026395889239614573,0.21052631578947367,0.8666666666666667,0.07719298245614037,0.19543973941368076,0.8045602605863192,-0.13618973941368076,0.13618973941368073,-0.7185625,0.08548076923076922,8000,receiving/receiving_yards,00-0034827,2026-09-17T20:18:14.554565Z,c3probe_V1_CANDIDATE_R9_W1P_GSVUC/d709e67b82d5b01c,hardrock:202609189BE34D3B@2026-09-17T21:45:02Z,EXACT_MODEL_SUPPORTED,
DJ Moore,BUF,WR,Player Receiving Yards,110.5,425,-800,False,open_two_sided,"no push, half-point line",37.615875,28.0,0.05,0.95,0.0,0.002436698586202241,0.0024366985862022423,0.19047619047619047,0.8888888888888888,0.0793650793650793,0.17647058823529413,0.8235294117647058,-0.1264705882352941,0.1264705882352941,-0.7374999999999999,0.06874999999999995,8000,receiving/receiving_yards,00-0034827,2026-09-17T20:18:14.554565Z,c3probe_V1_CANDIDATE_R9_W1P_GSVUC/d709e67b82d5b01c,hardrock:202609189BE34D3B@2026-09-17T21:45:02Z,EXACT_MODEL_SUPPORTED,
DJ Moore,BUF,WR,Player Receiving Yards,115.5,500,-1100,False,open_two_sided,"no push, half-point line",37.615875,28.0,0.04325,0.95675,0.0,0.0022742976250921952,0.0022742976250921957,0.16666666666666666,0.9166666666666666,0.08333333333333326,0.15384615384615385,0.8461538461538461,-0.11059615384615386,0.11059615384615384,-0.7404999999999999,0.04372727272727271,8000,receiving/receiving_yards,00-0034827,2026-09-17T20:18:14.554565Z,c3probe_V1_CANDIDATE_R9_W1P_GSVUC/d709e67b82d5b01c,hardrock:202609189BE34D3B@2026-09-17T21:45:02Z,EXACT_MODEL_SUPPORTED,
Dalton Kincaid,BUF,TE,Player Receiving Yards,3.5,,2500,False,open_one_sided_under,"no push, half-point line",24.77075,17.0,0.677625,0.322375,0.0,0.005225530587593474,0.005225530587593474,,0.038461538461538464,,,,,,,7.381750000000001,8000,receiving/receiving_yards,00-0038933,2026-09-17T18:08:13.183965Z,c3probe_V1_CANDIDATE_R9_W1P_GSVUC/d709e67b82d5b01c,hardrock:202609189BE34D3B@2026-09-17T21:45:02Z,ONE_SIDED_MARKET,"only one side is priced. A no-vig probability is the normalisation of a PAIR; with one price there is no margin to remove, and reporting the raw implied probability as no-vig would overstate the book by the whole hold."
Dalton Kincaid,BUF,TE,Player Receiving Yards,8.5,-6000,1300,False,open_two_sided,"no push, half-point line",24.77075,17.0,0.606375,0.393625,0.0,0.005462192318279813,0.005462192318279813,0.9836065573770492,0.07142857142857142,0.05503512880562056,0.9322974472807991,0.06770255271920089,-0.3259224472807991,0.3259224472807991,-0.38351875,4.51075,8000,receiving/receiving_yards,00-0038933,2026-09-17T18:08:13.183965Z,c3probe_V1_CANDIDATE_R9_W1P_GSVUC/d709e67b82d5b01c,hardrock:202609189BE34D3B@2026-09-17T21:45:02Z,EXACT_MODEL_SUPPORTED,
Dalton Kincaid,BUF,TE,Player Receiving Yards,13.5,-2500,750,False,open_two_sided,"no push, half-point line",24.77075,17.0,0.539625,0.460375,0.0,0.005572587587636017,0.005572587587636017,0.9615384615384616,0.11764705882352941,0.07918552036199089,0.8909853249475892,0.1090146750524109,-0.3513603249475892,0.35136032494758906,-0.43878999999999996,2.9131875,8000,receiving/receiving_yards,00-0038933,2026-09-17T18:08:13.183965Z,c3probe_V1_CANDIDATE_R9_W1P_GSVUC/d709e67b82d5b01c,hardrock:202609189BE34D3B@2026-09-17T21:45:02Z,EXACT_MODEL_SUPPORTED,
Dalton Kincaid,BUF,TE,Player Receiving Yards,18.5,-1300,550,False,open_two_sided,"no push, half-point line",24.77075,17.0,0.479125,0.520875,0.0,0.005585295811044837,0.005585295811044837,0.9285714285714286,0.15384615384615385,0.08241758241758257,0.8578680203045684,0.14213197969543145,-0.3787430203045684,0.3787430203045685,-0.48401923076923076,2.3856874999999995,8000,receiving/receiving_yards,00-0038933,2026-09-17T18:08:13.183965Z,c3probe_V1_CANDIDATE_R9_W1P_GSVUC/d709e67b82d5b01c,hardrock:202609189BE34D3B@2026-09-17T21:45:02Z,EXACT_MODEL_SUPPORTED,
Dalton Kincaid,BUF,TE,Player Receiving Yards,23.5,-750,400,False,open_two_sided,"no push, half-point line",24.77075,17.0,0.416375,0.583625,0.0,0.005511429707605369,0.005511429707605368,0.8823529411764706,0.2,0.08235294117647052,0.8152173913043479,0.1847826086956522,-0.3988423913043479,0.39884239130434773,-0.5281083333333334,1.9181249999999999,8000,receiving/receiving_yards,00-0038933,2026-09-17T18:08:13.183965Z,c3probe_V1_CANDIDATE_R9_W1P_GSVUC/d709e67b82d5b01c,hardrock:202609189BE34D3B@2026-09-17T21:45:02Z,EXACT_MODEL_SUPPORTED,
Dalton Kincaid,BUF,TE,Player Receiving Yards,24.5,-650,375,False,open_two_sided,"no push, half-point line",24.77075,17.0,0.40425,0.59575,0.0,0.0054867105069886825,0.0054867105069886825,0.8666666666666667,0.21052631578947367,0.07719298245614037,0.8045602605863192,0.19543973941368076,-0.40031026058631924,0.40031026058631924,-0.5335576923076923,1.8298124999999998,8000,receiving/receiving_yards,00-0038933,2026-09-17T15:23:40.526596Z,c3probe_V1_CANDIDATE_R9_W1P_GSVUC/d709e67b82d5b01c,hardrock:202609189BE34D3B@2026-09-17T21:45:02Z,EXACT_MODEL_SUPPORTED,
Dalton Kincaid,BUF,TE,Player Receiving Yards,28.5,-475,300,False,open_two_sided,"no push, half-point line",24.77075,17.0,0.355,0.645,0.0,0.005349941588466177,0.005349941588466177,0.8260869565217391,0.25,0.07608695652173925,0.7676767676767676,0.2323232323232323,-0.41267676767676764,0.41267676767676775,-0.5702631578947369,1.58,8000,receiving/receiving_yards,00-0038933,2026-09-17T18:08:13.183965Z,c3probe_V1_CANDIDATE_R9_W1P_GSVUC/d709e67b82d5b01c,hardrock:202609189BE34D3B@2026-09-17T21:45:02Z,EXACT_MODEL_SUPPORTED,
Dalton Kincaid,BUF,TE,Player Receiving Yards,33.5,-350,230,False,open_two_sided,"no push, half-point line",24.77075,17.0,0.297625,0.702375,0.0,0.0051118044682748765,0.005111804468274877,0.7777777777777778,0.30303030303030304,0.08080808080808088,0.719626168224299,0.2803738317757009,-0.42200116822429906,0.42200116822429906,-0.6173392857142856,1.3178374999999998,8000,receiving/receiving_yards,00-0038933,2026-09-17T20:22:58.751479Z,c3probe_V1_CANDIDATE_R9_W1P_GSVUC/d709e67b82d5b01c,hardrock:202609189BE34D3B@2026-09-17T21:45:02Z,EXACT_MODEL_SUPPORTED,
Dalton Kincaid,BUF,TE,Player Receiving Yards,38.5,-250,175,False,open_two_sided,"no push, half-point line",24.77075,17.0,0.25325,0.74675,0.0,0.004862026808595362,0.004862026808595362,0.7142857142857143,0.36363636363636365,0.07792207792207795,0.6626506024096386,0.3373493975903614,-0.4094006024096386,0.4094006024096386,-0.6454500000000001,1.0535625,8000,receiving/receiving_yards,00-0038933,2026-09-17T18:08:13.183965Z,c3probe_V1_CANDIDATE_R9_W1P_GSVUC/d709e67b82d5b01c,hardrock:202609189BE34D3B@2026-09-17T21:45:02Z,EXACT_MODEL_SUPPORTED,
Dalton Kincaid,BUF,TE,Player Receiving Yards,39.5,-230,165,False,open_two_sided,"no push, half-point line",24.77075,17.0,0.2445,0.7555,0.0,0.00480520225901054,0.00480520225901054,0.696969696969697,0.37735849056603776,0.07432818753573489,0.6487493347525278,0.351250665247472,-0.40424933475252783,0.40424933475252794,-0.6491956521739131,1.0020749999999996,8000,receiving/receiving_yards,00-0038933,2026-09-17T17:07:42.433992Z,c3probe_V1_CANDIDATE_R9_W1P_GSVUC/d709e67b82d5b01c,hardrock:202609189BE34D3B@2026-09-17T21:45:02Z,EXACT_MODEL_SUPPORTED,
Dalton Kincaid,BUF,TE,Player Receiving Yards,43.5,-190,135,False,open_two_sided,"no push, half-point line",24.77075,17.0,0.213375,0.786625,0.0,0.004580476358619811,0.004580476358619811,0.6551724137931034,0.425531914893617,0.0807043286867204,0.606245756958588,0.3937542430414121,-0.392870756958588,0.3928707569585879,-0.6743223684210526,0.8485687500000002,8000,receiving/receiving_yards,00-0038933,2026-09-17T18:08:13.183965Z,c3probe_V1_CANDIDATE_R9_W1P_GSVUC/d709e67b82d5b01c,hardrock:202609189BE34D3B@2026-09-17T21:45:02Z,EXACT_MODEL_SUPPORTED,
Dalton Kincaid,BUF,TE,Player Receiving Yards,48.5,-150,105,False,open_two_sided,"no push, half-point line",24.77075,17.0,0.178625,0.821375,0.0,0.004282495028820815,0.004282495028820816,0.6,0.4878048780487805,0.08780487804878057,0.5515695067264573,0.44843049327354256,-0.3729445067264573,0.3729445067264574,-0.7022916666666666,0.6838187499999999,8000,receiving/receiving_yards,00-0038933,2026-09-17T21:31:43.388955Z,c3probe_V1_CANDIDATE_R9_W1P_GSVUC/d709e67b82d5b01c,hardrock:202609189BE34D3B@2026-09-17T21:45:02Z,EXACT_MODEL_SUPPORTED,
Dalton Kincaid,BUF,TE,Player Receiving Yards,49.5,-140,105,False,open_two_sided,"no push, half-point line",24.77075,17.0,0.172375,0.827625,0.0,0.00422288200425669,0.00422288200425669,0.5833333333333334,0.4878048780487805,0.07113821138211396,0.5445920303605313,0.4554079696394686,-0.3722170303605313,0.37221703036053144,-0.7045,0.6966312500000001,8000,receiving/receiving_yards,00-0038933,2026-09-17T20:33:14.686801Z,c3probe_V1_CANDIDATE_R9_W1P_GSVUC/d709e67b82d5b01c,hardrock:202609189BE34D3B@2026-09-17T21:45:02Z,EXACT_MODEL_SUPPORTED,
Dalton Kincaid,BUF,TE,Player Receiving Yards,53.5,-115,-115,True,open_two_sided,"no push, half-point line",24.77075,17.0,0.149125,0.850875,0.0,0.003982567236955957,0.003982567236955956,0.5348837209302325,0.5348837209302325,0.06976744186046502,0.5,0.5,-0.350875,0.35087500000000005,-0.7212010869565217,0.5907663043478262,8000,receiving/receiving_yards,00-0038933,2026-09-17T18:08:13.183965Z,c3probe_V1_CANDIDATE_R9_W1P_GSVUC/d709e67b82d5b01c,hardrock:202609189BE34D3B@2026-09-17T21:45:02Z,EXACT_MODEL_SUPPORTED,
Dalton Kincaid,BUF,TE,Player Receiving Yards,58.5,105,-150,False,open_two_sided,"no push, half-point line",24.77075,17.0,0.122875,0.877125,0.0,0.0036704348239513804,0.0036704348239513795,0.4878048780487805,0.6,0.08780487804878057,0.44843049327354256,0.5515695067264573,-0.32555549327354255,0.3255554932735427,-0.74810625,0.46187500000000004,8000,receiving/receiving_yards,00-0038933,2026-09-17T21:31:43.388955Z,c3probe_V1_CANDIDATE_R9_W1P_GSVUC/d709e67b82d5b01c,hardrock:202609189BE34D3B@2026-09-17T21:45:02Z,EXACT_MODEL_SUPPORTED,
Dalton Kincaid,BUF,TE,Player Receiving Yards,63.5,130,-185,False,open_two_sided,"no push, half-point line",24.77075,17.0,0.101875,0.898125,0.0,0.003381872343373564,0.0033818723433735646,0.43478260869565216,0.6491228070175439,0.08390541571319599,0.40112596762843067,0.5988740323715693,-0.2992509676284307,0.2992509676284306,-0.7656875000000001,0.38359797297297293,8000,receiving/receiving_yards,00-0038933,2026-09-17T21:03:13.807119Z,c3probe_V1_CANDIDATE_R9_W1P_GSVUC/d709e67b82d5b01c,hardrock:202609189BE34D3B@2026-09-17T21:45:02Z,EXACT_MODEL_SUPPORTED,
Dalton Kincaid,BUF,TE,Player Receiving Yards,64.5,140,-190,False,open_two_sided,"no push, half-point line",24.77075,17.0,0.097625,0.902375,0.0,0.0033184024653249945,0.0033184024653249936,0.4166666666666667,0.6551724137931034,0.07183908045977017,0.38873994638069703,0.6112600536193029,-0.291114946380697,0.2911149463806971,-0.7657,0.37730921052631583,8000,receiving/receiving_yards,00-0038933,2026-09-17T21:31:43.388955Z,c3probe_V1_CANDIDATE_R9_W1P_GSVUC/d709e67b82d5b01c,hardrock:202609189BE34D3B@2026-09-17T21:45:02Z,EXACT_MODEL_SUPPORTED,
Dalton Kincaid,BUF,TE,Player Receiving Yards,68.5,160,-230,False,open_two_sided,"no push, half-point line",24.77075,17.0,0.0815,0.9185,0.0,0.0030589571343842006,0.003058957134384201,0.38461538461538464,0.696969696969697,0.0815850815850816,0.3556034482758621,0.644396551724138,-0.2741034482758621,0.27410344827586197,-0.7881,0.3178478260869565,8000,receiving/receiving_yards,00-0038933,2026-09-17T21:31:43.388955Z,c3probe_V1_CANDIDATE_R9_W1P_GSVUC/d709e67b82d5b01c,hardrock:202609189BE34D3B@2026-09-17T21:45:02Z,EXACT_MODEL_SUPPORTED,
Dalton Kincaid,BUF,TE,Player Receiving Yards,73.5,200,-300,False,open_two_sided,"no push, half-point line",24.77075,17.0,0.0645,0.9355,0.0,0.002746355539619734,0.002746355539619734,0.3333333333333333,0.75,0.08333333333333326,0.3076923076923077,0.6923076923076924,-0.2431923076923077,0.2431923076923076,-0.8065,0.2473333333333333,8000,receiving/receiving_yards,00-0038933,2026-09-17T20:22:58.751479Z,c3probe_V1_CANDIDATE_R9_W1P_GSVUC/d709e67b82d5b01c,hardrock:202609189BE34D3B@2026-09-17T21:45:02Z,EXACT_MODEL_SUPPORTED,
Dalton Kincaid,BUF,TE,Player Receiving Yards,78.5,240,-350,False,open_two_sided,"no push, half-point line",24.77075,17.0,0.052875,0.947125,0.0,0.0025019800752354125,0.0025019800752354125,0.29411764705882354,0.7777777777777778,0.07189542483660127,0.27439024390243905,0.7256097560975611,-0.22151524390243904,0.22151524390243893,-0.820225,0.21773214285714282,8000,receiving/receiving_yards,00-0038933,2026-09-17T20:33:14.686801Z,c3probe_V1_CANDIDATE_R9_W1P_GSVUC/d709e67b82d5b01c,hardrock:202609189BE34D3B@2026-09-17T21:45:02Z,EXACT_MODEL_SUPPORTED,
Dalton Kincaid,BUF,TE,Player Receiving Yards,79.5,250,-375,False,open_two_sided,"no push, half-point line",24.77075,17.0,0.051,0.949,0.0,0.0024596493652551373,0.002459649365255138,0.2857142857142857,0.7894736842105263,0.07518796992481214,0.2657342657342657,0.7342657342657342,-0.21473426573426568,0.2147342657342658,-0.8214999999999999,0.20206666666666662,8000,receiving/receiving_yards,00-0038933,2026-09-17T20:22:58.751479Z,c3probe_V1_CANDIDATE_R9_W1P_GSVUC/d709e67b82d5b01c,hardrock:202609189BE34D3B@2026-09-17T21:45:02Z,EXACT_MODEL_SUPPORTED,
Dalton Kincaid,BUF,TE,Player Receiving Yards,83.5,300,-450,False,open_two_sided,"no push, half-point line",24.77075,17.0,0.04525,0.95475,0.0,0.002323855565111567,0.002323855565111567,0.25,0.8181818181818182,0.06818181818181834,0.23404255319148934,0.7659574468085105,-0.18879255319148935,0.18879255319148947,-0.819,0.16691666666666663,8000,receiving/receiving_yards,00-0038933,2026-09-17T20:33:14.686801Z,c3probe_V1_CANDIDATE_R9_W1P_GSVUC/d709e67b82d5b01c,hardrock:202609189BE34D3B@2026-09-17T21:45:02Z,EXACT_MODEL_SUPPORTED,
Dalton Kincaid,BUF,TE,Player Receiving Yards,88.5,350,-600,False,open_two_sided,"no push, half-point line",24.77075,17.0,0.037875,0.962125,0.0,0.002134258781608969,0.0021342587816089685,0.2222222222222222,0.8571428571428571,0.0793650793650793,0.20588235294117646,0.7941176470588235,-0.16800735294117647,0.16800735294117652,-0.8295625,0.12247916666666667,8000,receiving/receiving_yards,00-0038933,2026-09-17T18:08:13.183965Z,c3probe_V1_CANDIDATE_R9_W1P_GSVUC/d709e67b82d5b01c,hardrock:202609189BE34D3B@2026-09-17T21:45:02Z,EXACT_MODEL_SUPPORTED,
Dalton Kincaid,BUF,TE,Player Receiving Yards,93.5,425,-750,False,open_two_sided,"no push, half-point line",24.77075,17.0,0.031,0.969,0.0,0.0019377499838730485,0.0019377499838730495,0.19047619047619047,0.8823529411764706,0.07282913165266103,0.17754569190600522,0.8224543080939948,-0.14654569190600522,0.1465456919060052,-0.8372499999999999,0.09819999999999995,8000,receiving/receiving_yards,00-0038933,2026-09-17T21:31:43.388955Z,c3probe_V1_CANDIDATE_R9_W1P_GSVUC/d709e67b82d5b01c,hardrock:202609189BE34D3B@2026-09-17T21:45:02Z,EXACT_MODEL_SUPPORTED,
Dalton Kincaid,BUF,TE,Player Receiving Yards,98.5,475,-1000,False,open_two_sided,"no push, half-point line",24.77075,17.0,0.02525,0.97475,0.0,0.0017540110283290695,0.0017540110283290693,0.17391304347826086,0.9090909090909091,0.08300395256916993,0.16058394160583941,0.8394160583941606,-0.13533394160583942,0.13533394160583945,-0.8548125,0.07222500000000001,8000,receiving/receiving_yards,00-0038933,2026-09-17T21:31:43.388955Z,c3probe_V1_CANDIDATE_R9_W1P_GSVUC/d709e67b82d5b01c,hardrock:202609189BE34D3B@2026-09-17T21:45:02Z,EXACT_MODEL_SUPPORTED,
Dalton Kincaid,BUF,TE,Player Receiving Yards,99.5,500,-1100,False,open_two_sided,"no push, half-point line",24.77075,17.0,0.02475,0.97525,0.0,0.0017370030764221462,0.0017370030764221479,0.16666666666666666,0.9166666666666666,0.08333333333333326,0.15384615384615385,0.8461538461538461,-0.12909615384615386,0.1290961538461538,-0.8514999999999999,0.06390909090909086,8000,receiving/receiving_yards,00-0038933,2026-09-17T20:33:14.686801Z,c3probe_V1_CANDIDATE_R9_W1P_GSVUC/d709e67b82d5b01c,hardrock:202609189BE34D3B@2026-09-17T21:45:02Z,EXACT_MODEL_SUPPORTED,
Dalton Kincaid,BUF,TE,Player Receiving Yards,103.5,575,-1400,False,open_two_sided,"no push, half-point line",24.77075,17.0,0.019625,0.980375,0.0,0.0015508005745017636,0.0015508005745017638,0.14814814814814814,0.9333333333333333,0.08148148148148149,0.136986301369863,0.863013698630137,-0.117361301369863,0.117361301369863,-0.86753125,0.050401785714285705,8000,receiving/receiving_yards,00-0038933,2026-09-17T21:31:43.388955Z,c3probe_V1_CANDIDATE_R9_W1P_GSVUC/d709e67b82d5b01c,hardrock:202609189BE34D3B@2026-09-17T21:45:02Z,EXACT_MODEL_SUPPORTED,
Dawson Knox,BUF,TE,Player Receiving Yards,2.5,-375,240,False,open_two_sided,"no push, half-point line",20.586625,10.0,0.584,0.416,0.0,0.005510716831774247,0.005510716831774247,0.7894736842105263,0.29411764705882354,0.08359133126934992,0.7285714285714285,0.2714285714285714,-0.14457142857142857,0.14457142857142857,-0.2602666666666667,0.4143999999999999,8000,receiving/receiving_yards,00-0035689,2026-09-17T15:23:40.526596Z,c3probe_V1_CANDIDATE_R9_W1P_GSVUC/d709e67b82d5b01c,hardrock:202609189BE34D3B@2026-09-17T21:45:02Z,EXACT_MODEL_SUPPORTED,
Dawson Knox,BUF,TE,Player Receiving Yards,7.5,-200,145,False,open_two_sided,"no push, half-point line",20.586625,10.0,0.53,0.47,0.0,0.005580098565437711,0.005580098565437711,0.6666666666666666,0.40816326530612246,0.07482993197278898,0.6202531645569621,0.37974683544303806,-0.09025316455696208,0.09025316455696192,-0.20499999999999996,0.15149999999999997,8000,receiving/receiving_yards,00-0035689,2026-09-17T15:23:40.526596Z,c3probe_V1_CANDIDATE_R9_W1P_GSVUC/d709e67b82d5b01c,hardrock:202609189BE34D3B@2026-09-17T21:45:02Z,EXACT_MODEL_SUPPORTED,
Dawson Knox,BUF,TE,Player Receiving Yards,12.5,-120,-110,True,open_two_sided,"no push, half-point line",20.586625,10.0,0.463375,0.536625,0.0,0.005575152569380949,0.005575152569380949,0.5454545454545454,0.5238095238095238,0.06926406926406914,0.5101214574898786,0.48987854251012153,-0.0467464574898786,0.04674645748987849,-0.15047916666666666,0.02446590909090912,8000,receiving/receiving_yards,00-0035689,2026-09-17T21:21:43.484036Z,c3probe_V1_CANDIDATE_R9_W1P_GSVUC/d709e67b82d5b01c,hardrock:202609189BE34D3B@2026-09-17T21:45:02Z,EXACT_MODEL_SUPPORTED,
Dawson Knox,BUF,TE,Player Receiving Yards,17.5,130,-180,False,open_two_sided,"no push, half-point line",20.586625,10.0,0.402375,0.597625,0.0,0.005482578765679067,0.005482578765679067,0.43478260869565216,0.6428571428571429,0.07763975155279512,0.4034582132564841,0.5965417867435159,-0.001083213256484139,0.0010832132564840835,-0.07453750000000003,-0.07036111111111115,8000,receiving/receiving_yards,00-0035689,2026-09-17T21:03:13.807119Z,c3probe_V1_CANDIDATE_R9_W1P_GSVUC/d709e67b82d5b01c,hardrock:202609189BE34D3B@2026-09-17T21:45:02Z,EXACT_MODEL_SUPPORTED,
Dawson Knox,BUF,TE,Player Receiving Yards,22.5,185,-275,False,open_two_sided,"no push, half-point line",20.586625,10.0,0.354,0.646,0.0,0.005346540937840091,0.005346540937840091,0.3508771929824561,0.7333333333333333,0.08421052631578929,0.3236245954692557,0.6763754045307444,0.030375404530744277,-0.030375404530744388,0.008900000000000019,-0.11909090909090905,8000,receiving/receiving_yards,00-0035689,2026-09-17T21:33:43.815319Z,c3probe_V1_CANDIDATE_R9_W1P_GSVUC/d709e67b82d5b01c,hardrock:202609189BE34D3B@2026-09-17T21:45:02Z,EXACT_MODEL_SUPPORTED,
Dawson Knox,BUF,TE,Player Receiving Yards,24.5,220,-325,False,open_two_sided,"no push, half-point line",20.586625,10.0,0.329,0.671,0.0,0.0052530824284414196,0.005253082428441419,0.3125,0.7647058823529411,0.07720588235294112,0.29010238907849834,0.7098976109215017,0.03889761092150168,-0.03889761092150168,0.05280000000000007,-0.12253846153846149,8000,receiving/receiving_yards,00-0035689,2026-09-17T15:23:40.526596Z,c3probe_V1_CANDIDATE_R9_W1P_GSVUC/d709e67b82d5b01c,hardrock:202609189BE34D3B@2026-09-17T21:45:02Z,EXACT_MODEL_SUPPORTED,
Dawson Knox,BUF,TE,Player Receiving Yards,27.5,260,-425,False,open_two_sided,"no push, half-point line",20.586625,10.0,0.2975,0.7025,0.0,0.005111185650120723,0.005111185650120723,0.2777777777777778,0.8095238095238095,0.08730158730158744,0.2554744525547445,0.7445255474452553,0.042025547445255496,-0.04202554744525533,0.07099999999999995,-0.13220588235294117,8000,receiving/receiving_yards,00-0035689,2026-09-17T20:33:14.686801Z,c3probe_V1_CANDIDATE_R9_W1P_GSVUC/d709e67b82d5b01c,hardrock:202609189BE34D3B@2026-09-17T21:45:02Z,EXACT_MODEL_SUPPORTED,
Dawson Knox,BUF,TE,Player Receiving Yards,32.5,375,-650,False,open_two_sided,"no push, half-point line",20.586625,10.0,0.257,0.743,0.0,0.0048855782666947425,0.0048855782666947425,0.21052631578947367,0.8666666666666667,0.07719298245614037,0.19543973941368076,0.8045602605863192,0.06156026058631925,-0.06156026058631925,0.22075,-0.14269230769230767,8000,receiving/receiving_yards,00-0035689,2026-09-17T15:23:40.526596Z,c3probe_V1_CANDIDATE_R9_W1P_GSVUC/d709e67b82d5b01c,hardrock:202609189BE34D3B@2026-09-17T21:45:02Z,EXACT_MODEL_SUPPORTED,
Dawson Knox,BUF,TE,Player Receiving Yards,37.5,475,-950,False,open_two_sided,"no push, half-point line",20.586625,10.0,0.216625,0.783375,0.0,0.004605684115511505,0.004605684115511505,0.17391304347826086,0.9047619047619048,0.07867494824016563,0.16122840690978887,0.8387715930902111,0.05539659309021114,-0.055396593090211055,0.24559375000000006,-0.13416447368421047,8000,receiving/receiving_yards,00-0035689,2026-09-17T21:33:43.815319Z,c3probe_V1_CANDIDATE_R9_W1P_GSVUC/d709e67b82d5b01c,hardrock:202609189BE34D3B@2026-09-17T21:45:02Z,EXACT_MODEL_SUPPORTED,
Dawson Knox,BUF,TE,Player Receiving Yards,39.5,525,-1200,False,open_two_sided,"no push, half-point line",20.586625,10.0,0.200875,0.799125,0.0,0.004479456361755855,0.004479456361755855,0.16,0.9230769230769231,0.08307692307692305,0.14772727272727273,0.8522727272727273,0.05314772727272726,-0.05314772727272732,0.25546875,-0.13428125000000002,8000,receiving/receiving_yards,00-0035689,2026-09-17T15:23:40.526596Z,c3probe_V1_CANDIDATE_R9_W1P_GSVUC/d709e67b82d5b01c,hardrock:202609189BE34D3B@2026-09-17T21:45:02Z,EXACT_MODEL_SUPPORTED,
Dawson Knox,BUF,TE,Player Receiving Yards,42.5,600,-1500,False,open_two_sided,"no push, half-point line",20.586625,10.0,0.180375,0.819625,0.0,0.004298835007519479,0.004298835007519479,0.14285714285714285,0.9375,0.0803571428571428,0.1322314049586777,0.8677685950413223,0.04814359504132232,-0.04814359504132226,0.2626250000000001,-0.12573333333333328,8000,receiving/receiving_yards,00-0035689,2026-09-17T21:33:43.815319Z,c3probe_V1_CANDIDATE_R9_W1P_GSVUC/d709e67b82d5b01c,hardrock:202609189BE34D3B@2026-09-17T21:45:02Z,EXACT_MODEL_SUPPORTED,
Dawson Knox,BUF,TE,Player Receiving Yards,47.5,800,-2500,False,open_two_sided,"no push, half-point line",20.586625,10.0,0.150375,0.849625,0.0,0.003996285140211469,0.003996285140211469,0.1111111111111111,0.9615384615384616,0.07264957264957261,0.10358565737051792,0.8964143426294822,0.04678934262948209,-0.0467893426294822,0.3533750000000001,-0.11639000000000004,8000,receiving/receiving_yards,00-0035689,2026-09-17T15:23:40.526596Z,c3probe_V1_CANDIDATE_R9_W1P_GSVUC/d709e67b82d5b01c,hardrock:202609189BE34D3B@2026-09-17T21:45:02Z,EXACT_MODEL_SUPPORTED,
Dawson Knox,BUF,TE,Player Receiving Yards,49.5,900,-3000,False,open_two_sided,"no push, half-point line",20.586625,10.0,0.1415,0.8585,0.0,0.003896757466150543,0.0038967574661505425,0.1,0.967741935483871,0.06774193548387109,0.09365558912386707,0.9063444108761328,0.04784441087613292,-0.04784441087613278,0.4149999999999998,-0.1128833333333333,8000,receiving/receiving_yards,00-0035689,2026-09-17T15:23:40.526596Z,c3probe_V1_CANDIDATE_R9_W1P_GSVUC/d709e67b82d5b01c,hardrock:202609189BE34D3B@2026-09-17T21:45:02Z,EXACT_MODEL_SUPPORTED,
