player,team,position,market,line,over_odds,under_odds,is_main_line,status,push_rule,model_mean,model_median,model_p_over,model_p_under,model_p_push,model_mcse_over,model_mcse_under,market_raw_p_over,market_raw_p_under,market_hold,market_novig_p_over,market_novig_p_under,edge_over,edge_under,ev_over,ev_under,simulation_draws,model_source_arrays,gsis_id,line_timestamp_utc,forecast_identity,market_snapshot_identity,support_status,refusal_reason
Jameson Williams,DET,WR,Player Receptions,3.5,-160,120,True,open_two_sided,"no push, half-point line",3.257125,3.0,0.403875,0.596125,0.0,0.005485890816164226,0.005485890816164226,0.6153846153846154,0.45454545454545453,0.06993006993007,0.5751633986928104,0.4248366013071895,-0.17128839869281043,0.17128839869281054,-0.343703125,0.31147500000000006,8000,receiving/receptions,00-0037240,2026-09-17T15:23:40.526596Z,c3probe_V1_CANDIDATE_R9_W1P_GSVUC/d709e67b82d5b01c,hardrock:202609189BE34D3B@2026-09-17T21:45:02Z,EXACT_MODEL_SUPPORTED,
Joshua Palmer,BUF,WR,Player Receptions,0.5,-240,170,True,open_two_sided,"no push, half-point line",,,,,,,,0.7058823529411765,0.37037037037037035,0.07625272331154687,0.6558704453441295,0.3441295546558704,,,,,,,,2026-09-17T21:35:13.597579Z,c3probe_V1_CANDIDATE_R9_W1P_GSVUC/d709e67b82d5b01c,hardrock:202609189BE34D3B@2026-09-17T21:45:02Z,PLAYER_NOT_IN_MODEL_UNIVERSE,'Joshua Palmer' has no row in any layer of the sealed draws and no entry in the board's 29-player universe
Keon Coleman,BUF,WR,Player Receptions,1.5,140,-180,True,open_two_sided,"no push, half-point line",1.998375,2.0,0.50275,0.49725,0.0,0.005590085391789646,0.005590085391789647,0.4166666666666667,0.6428571428571429,0.059523809523809534,0.39325842696629215,0.6067415730337079,0.10949157303370788,-0.10949157303370788,0.2066,-0.22649999999999998,8000,receiving/receptions,00-0039901,2026-09-17T19:53:48.338971Z,c3probe_V1_CANDIDATE_R9_W1P_GSVUC/d709e67b82d5b01c,hardrock:202609189BE34D3B@2026-09-17T21:45:02Z,EXACT_MODEL_SUPPORTED,
Khalil Shakir,BUF,WR,Player Receptions,4.5,115,-150,True,open_two_sided,"no push, half-point line",4.150125,4.0,0.4075,0.5925,0.0,0.005493675340789625,0.005493675340789625,0.46511627906976744,0.6,0.06511627906976747,0.43668122270742354,0.5633187772925764,-0.02918122270742357,0.029181222707423626,-0.12387500000000007,-0.012499999999999956,8000,receiving/receptions,00-0037261,2026-09-17T16:32:57.101813Z,c3probe_V1_CANDIDATE_R9_W1P_GSVUC/d709e67b82d5b01c,hardrock:202609189BE34D3B@2026-09-17T21:45:02Z,EXACT_MODEL_SUPPORTED,
Sam LaPorta,DET,TE,Player Receptions,4.5,-105,-125,True,open_two_sided,"no push, half-point line",3.65975,3.0,0.327875,0.672125,0.0,0.005248487691409307,0.005248487691409307,0.5121951219512195,0.5555555555555556,0.0677506775067751,0.4796954314720812,0.5203045685279188,-0.15182043147208119,0.15182043147208113,-0.3598630952380952,0.20982499999999993,8000,receiving/receptions,00-0039065,2026-09-17T17:12:13.521995Z,c3probe_V1_CANDIDATE_R9_W1P_GSVUC/d709e67b82d5b01c,hardrock:202609189BE34D3B@2026-09-17T21:45:02Z,EXACT_MODEL_SUPPORTED,
Jahmyr Gibbs,DET,RB,Player Rushing + Receiving Yards,123.5,-120,-110,True,open_two_sided,"no push, half-point line",122.783375,122.0,0.486875,0.513125,0.0,0.005588243623615116,0.005588243623615116,0.5454545454545454,0.5238095238095238,0.06926406926406914,0.5101214574898786,0.48987854251012153,-0.02324645748987858,0.023246457489878525,-0.10739583333333336,-0.020397727272727206,8000,rushing_total/rushing_yards+receiving/receiving_yards,00-0039139,2026-09-17T21:38:43.641375Z,c3probe_V1_CANDIDATE_R9_W1P_GSVUC/d709e67b82d5b01c,hardrock:202609189BE34D3B@2026-09-17T21:45:02Z,EXACT_MODEL_SUPPORTED,
James Cook,BUF,RB,Player Rushing + Receiving Yards,102.5,-115,-115,True,open_two_sided,"no push, half-point line",52.086625,46.0,0.18,0.82,0.0,0.004295346318982906,0.004295346318982906,0.5348837209302325,0.5348837209302325,0.06976744186046502,0.5,0.5,-0.32,0.31999999999999995,-0.6634782608695653,0.5330434782608695,8000,rushing_total/rushing_yards+receiving/receiving_yards,00-0037248,2026-09-17T21:17:43.478153Z,c3probe_V1_CANDIDATE_R9_W1P_GSVUC/d709e67b82d5b01c,hardrock:202609189BE34D3B@2026-09-17T21:45:02Z,EXACT_MODEL_SUPPORTED,
Jahmyr Gibbs,DET,RB,Player Rushing Attempts,18.5,-115,-115,True,open_two_sided,"no push, half-point line",22.35775,23.0,0.709375,0.290625,0.0,0.005076442028810631,0.005076442028810631,0.5348837209302325,0.5348837209302325,0.06976744186046502,0.5,0.5,0.20937499999999998,-0.20937499999999998,0.3262228260869564,-0.45665760869565214,8000,rushing/carries,00-0039139,2026-09-17T21:33:13.644210Z,c3probe_V1_CANDIDATE_R9_W1P_GSVUC/d709e67b82d5b01c,hardrock:202609189BE34D3B@2026-09-17T21:45:02Z,EXACT_MODEL_SUPPORTED,
James Cook,BUF,RB,Player Rushing Attempts,17.5,-125,-105,True,open_two_sided,"no push, half-point line",9.576875,9.0,0.22025,0.77975,0.0,0.00463330251413611,0.004633302514136109,0.5555555555555556,0.5121951219512195,0.0677506775067751,0.5203045685279188,0.4796954314720812,-0.30005456852791884,0.30005456852791884,-0.6035499999999999,0.5223690476190477,8000,rushing/carries,00-0037248,2026-09-17T20:50:42.825979Z,c3probe_V1_CANDIDATE_R9_W1P_GSVUC/d709e67b82d5b01c,hardrock:202609189BE34D3B@2026-09-17T21:45:02Z,EXACT_MODEL_SUPPORTED,
Josh Allen,BUF,QB,Player Rushing Attempts,7.5,-105,-125,True,open_two_sided,"no push, half-point line",,,,,,,,0.5121951219512195,0.5555555555555556,0.0677506775067751,0.4796954314720812,0.5203045685279188,,,,,,,00-0034857,2026-09-17T21:29:58.645764Z,c3probe_V1_CANDIDATE_R9_W1P_GSVUC/d709e67b82d5b01c,hardrock:202609189BE34D3B@2026-09-17T21:45:02Z,MODEL_STAT_NOT_AVAILABLE,00-0034857 has no row in the 'rushing' layer
Jahmyr Gibbs,DET,RB,Player Rushing Yards,88.5,-115,-115,True,open_two_sided,"no push, half-point line",95.65325,94.0,0.550625,0.449375,0.0,0.005561442139578096,0.005561442139578096,0.5348837209302325,0.5348837209302325,0.06976744186046502,0.5,0.5,0.05062500000000003,-0.050624999999999976,0.029429347826087027,-0.15986413043478254,8000,rushing_total/rushing_yards,00-0039139,2026-09-17T17:18:13.685054Z,c3probe_V1_CANDIDATE_R9_W1P_GSVUC/d709e67b82d5b01c,hardrock:202609189BE34D3B@2026-09-17T21:45:02Z,EXACT_MODEL_SUPPORTED,
James Cook,BUF,RB,Player Rushing Yards,80.5,-115,-115,True,open_two_sided,"no push, half-point line",41.24075,32.0,0.192625,0.807375,0.0,0.0044090901750673,0.004409090175067301,0.5348837209302325,0.5348837209302325,0.06976744186046502,0.5,0.5,-0.307375,0.30737499999999995,-0.639875,0.5094402173913043,8000,rushing_total/rushing_yards,00-0037248,2026-09-17T21:17:13.709313Z,c3probe_V1_CANDIDATE_R9_W1P_GSVUC/d709e67b82d5b01c,hardrock:202609189BE34D3B@2026-09-17T21:45:02Z,EXACT_MODEL_SUPPORTED,
Jared Goff,DET,QB,Player Rushing Yards,0.5,125,-165,True,open_two_sided,"no push, half-point line",3.9264223384050587,1.75,0.568125,0.4255,0.006375,0.005538038736491015,0.005527767971794764,0.4444444444444444,0.6226415094339622,0.06708595387840655,0.4165029469548134,0.5834970530451867,0.1516220530451866,-0.15799705304518674,0.28465625000000006,-0.3102462121212121,8000,rushing_total/rushing_yards,00-0033106,2026-09-17T21:04:57.807540Z,c3probe_V1_CANDIDATE_R9_W1P_GSVUC/d709e67b82d5b01c,hardrock:202609189BE34D3B@2026-09-17T21:45:02Z,EXACT_MODEL_SUPPORTED,
Josh Allen,BUF,QB,Player Rushing Yards,32.5,-120,-110,True,open_two_sided,"no push, half-point line",30.821186012251637,24.333333333333332,0.366875,0.63175,0.001375,0.005388387216679495,0.005392609960631308,0.5454545454545454,0.5238095238095238,0.06926406926406914,0.5101214574898786,0.48987854251012153,-0.14324645748987858,0.1418714574898785,-0.32602083333333326,0.2074431818181819,8000,rushing_total/rushing_yards,00-0034857,2026-09-17T21:19:27.962295Z,c3probe_V1_CANDIDATE_R9_W1P_GSVUC/d709e67b82d5b01c,hardrock:202609189BE34D3B@2026-09-17T21:45:02Z,EXACT_MODEL_SUPPORTED,
Ray Davis,BUF,RB,Player Rushing Yards,8.5,-120,-110,True,open_two_sided,"no push, half-point line",29.827,15.0,0.591125,0.408875,0.0,0.005496547033990977,0.005496547033990977,0.5454545454545454,0.5238095238095238,0.06926406926406914,0.5101214574898786,0.48987854251012153,0.08100354251012143,-0.08100354251012154,0.08372916666666669,-0.21942045454545456,8000,rushing_total/rushing_yards,00-0039875,2026-09-17T21:28:14.188413Z,c3probe_V1_CANDIDATE_R9_W1P_GSVUC/d709e67b82d5b01c,hardrock:202609189BE34D3B@2026-09-17T21:45:02Z,EXACT_MODEL_SUPPORTED,
Sione Vaki,DET,RB,Player Rushing Yards,4.5,-120,-110,True,open_two_sided,"no push, half-point line",11.4795,0.0,0.343625,0.656375,0.0,0.005309741747192136,0.005309741747192136,0.5454545454545454,0.5238095238095238,0.06926406926406914,0.5101214574898786,0.48987854251012153,-0.16649645748987857,0.1664964574898785,-0.37002083333333324,0.2530795454545455,8000,rushing_total/rushing_yards,00-0039364,2026-09-17T21:08:57.874611Z,c3probe_V1_CANDIDATE_R9_W1P_GSVUC/d709e67b82d5b01c,hardrock:202609189BE34D3B@2026-09-17T21:45:02Z,EXACT_MODEL_SUPPORTED,
Amon-Ra St. Brown,DET,WR,Player Touchdowns,1.5,550,,True,open_one_sided_over,"no push, half-point line",,,,,,,,0.15384615384615385,,,,,,,,,,,,2026-09-17T15:23:40.526596Z,c3probe_V1_CANDIDATE_R9_W1P_GSVUC/d709e67b82d5b01c,hardrock:202609189BE34D3B@2026-09-17T21:45:02Z,MODEL_STAT_NOT_AVAILABLE,"a touchdown ladder needs each player`s TOTAL touchdowns in the same simulated world. Receiving, rushing and passing touchdowns live in three separate layers with different row sets, and combining them is a construction this artifact has not verified."
DJ Moore,BUF,WR,Player Touchdowns,1.5,800,,True,open_one_sided_over,"no push, half-point line",,,,,,,,0.1111111111111111,,,,,,,,,,,,2026-09-17T15:23:40.526596Z,c3probe_V1_CANDIDATE_R9_W1P_GSVUC/d709e67b82d5b01c,hardrock:202609189BE34D3B@2026-09-17T21:45:02Z,MODEL_STAT_NOT_AVAILABLE,"a touchdown ladder needs each player`s TOTAL touchdowns in the same simulated world. Receiving, rushing and passing touchdowns live in three separate layers with different row sets, and combining them is a construction this artifact has not verified."
Dalton Kincaid,BUF,TE,Player Touchdowns,1.5,1000,,True,open_one_sided_over,"no push, half-point line",,,,,,,,0.09090909090909091,,,,,,,,,,,,2026-09-17T21:36:53.942983Z,c3probe_V1_CANDIDATE_R9_W1P_GSVUC/d709e67b82d5b01c,hardrock:202609189BE34D3B@2026-09-17T21:45:02Z,MODEL_STAT_NOT_AVAILABLE,"a touchdown ladder needs each player`s TOTAL touchdowns in the same simulated world. Receiving, rushing and passing touchdowns live in three separate layers with different row sets, and combining them is a construction this artifact has not verified."
Jahmyr Gibbs,DET,RB,Player Touchdowns,1.5,185,,True,open_one_sided_over,"no push, half-point line",,,,,,,,0.3508771929824561,,,,,,,,,,,,2026-09-17T21:02:13.903501Z,c3probe_V1_CANDIDATE_R9_W1P_GSVUC/d709e67b82d5b01c,hardrock:202609189BE34D3B@2026-09-17T21:45:02Z,MODEL_STAT_NOT_AVAILABLE,"a touchdown ladder needs each player`s TOTAL touchdowns in the same simulated world. Receiving, rushing and passing touchdowns live in three separate layers with different row sets, and combining them is a construction this artifact has not verified."
James Cook,BUF,RB,Player Touchdowns,1.5,275,,True,open_one_sided_over,"no push, half-point line",,,,,,,,0.26666666666666666,,,,,,,,,,,,2026-09-17T21:32:43.623019Z,c3probe_V1_CANDIDATE_R9_W1P_GSVUC/d709e67b82d5b01c,hardrock:202609189BE34D3B@2026-09-17T21:45:02Z,MODEL_STAT_NOT_AVAILABLE,"a touchdown ladder needs each player`s TOTAL touchdowns in the same simulated world. Receiving, rushing and passing touchdowns live in three separate layers with different row sets, and combining them is a construction this artifact has not verified."
Jameson Williams,DET,WR,Player Touchdowns,1.5,1300,,True,open_one_sided_over,"no push, half-point line",,,,,,,,0.07142857142857142,,,,,,,,,,,,2026-09-17T17:28:12.747415Z,c3probe_V1_CANDIDATE_R9_W1P_GSVUC/d709e67b82d5b01c,hardrock:202609189BE34D3B@2026-09-17T21:45:02Z,MODEL_STAT_NOT_AVAILABLE,"a touchdown ladder needs each player`s TOTAL touchdowns in the same simulated world. Receiving, rushing and passing touchdowns live in three separate layers with different row sets, and combining them is a construction this artifact has not verified."
Josh Allen,BUF,QB,Player Touchdowns,1.5,375,,True,open_one_sided_over,"no push, half-point line",,,,,,,,0.21052631578947367,,,,,,,,,,,,2026-09-17T15:23:40.526596Z,c3probe_V1_CANDIDATE_R9_W1P_GSVUC/d709e67b82d5b01c,hardrock:202609189BE34D3B@2026-09-17T21:45:02Z,MODEL_STAT_NOT_AVAILABLE,"a touchdown ladder needs each player`s TOTAL touchdowns in the same simulated world. Receiving, rushing and passing touchdowns live in three separate layers with different row sets, and combining them is a construction this artifact has not verified."
Khalil Shakir,BUF,WR,Player Touchdowns,1.5,1600,,True,open_one_sided_over,"no push, half-point line",,,,,,,,0.058823529411764705,,,,,,,,,,,,2026-09-17T21:02:13.903501Z,c3probe_V1_CANDIDATE_R9_W1P_GSVUC/d709e67b82d5b01c,hardrock:202609189BE34D3B@2026-09-17T21:45:02Z,MODEL_STAT_NOT_AVAILABLE,"a touchdown ladder needs each player`s TOTAL touchdowns in the same simulated world. Receiving, rushing and passing touchdowns live in three separate layers with different row sets, and combining them is a construction this artifact has not verified."
Sam LaPorta,DET,TE,Player Touchdowns,1.5,1600,,True,open_one_sided_over,"no push, half-point line",,,,,,,,0.058823529411764705,,,,,,,,,,,,2026-09-17T18:56:58.860737Z,c3probe_V1_CANDIDATE_R9_W1P_GSVUC/d709e67b82d5b01c,hardrock:202609189BE34D3B@2026-09-17T21:45:02Z,MODEL_STAT_NOT_AVAILABLE,"a touchdown ladder needs each player`s TOTAL touchdowns in the same simulated world. Receiving, rushing and passing touchdowns live in three separate layers with different row sets, and combining them is a construction this artifact has not verified."
,DET,,Moneyline,,,,True,open_single_selection,"no push, half-point line",,,,,,,,,,,,,,,,,,,,2026-09-17T16:03:27.449795Z,c3probe_V1_CANDIDATE_R9_W1P_GSVUC/d709e67b82d5b01c,hardrock:202609189BE34D3B@2026-09-17T21:45:02Z,NON_PLAYER_MARKET,game or team market; this artifact evaluates player props only
,BUF,,Moneyline,,,,True,open_single_selection,"no push, half-point line",,,,,,,,,,,,,,,,,,,,2026-09-17T16:33:52.843997Z,c3probe_V1_CANDIDATE_R9_W1P_GSVUC/d709e67b82d5b01c,hardrock:202609189BE34D3B@2026-09-17T21:45:02Z,NON_PLAYER_MARKET,game or team market; this artifact evaluates player props only
,BUF,,Point Spread,-5.5,,,True,open_single_selection,"no push, half-point line",,,,,,,,,,,,,,,,,,,,2026-09-17T20:42:28.054433Z,c3probe_V1_CANDIDATE_R9_W1P_GSVUC/d709e67b82d5b01c,hardrock:202609189BE34D3B@2026-09-17T21:45:02Z,NON_PLAYER_MARKET,game or team market; this artifact evaluates player props only
,DET,,Point Spread,5.5,,,True,open_single_selection,"no push, half-point line",,,,,,,,,,,,,,,,,,,,2026-09-17T20:42:28.054433Z,c3probe_V1_CANDIDATE_R9_W1P_GSVUC/d709e67b82d5b01c,hardrock:202609189BE34D3B@2026-09-17T21:45:02Z,NON_PLAYER_MARKET,game or team market; this artifact evaluates player props only
,DET,,Team Total,24.5,-105,-125,True,open_two_sided,"no push, half-point line",,,,,,,,0.5121951219512195,0.5555555555555556,0.0677506775067751,0.4796954314720812,0.5203045685279188,,,,,,,,2026-09-17T21:28:58.305032Z,c3probe_V1_CANDIDATE_R9_W1P_GSVUC/d709e67b82d5b01c,hardrock:202609189BE34D3B@2026-09-17T21:45:02Z,NON_PLAYER_MARKET,game or team market; this artifact evaluates player props only
,BUF,,Team Total,30.5,-120,-110,True,open_two_sided,"no push, half-point line",,,,,,,,0.5454545454545454,0.5238095238095238,0.06926406926406914,0.5101214574898786,0.48987854251012153,,,,,,,,2026-09-17T20:13:59.579834Z,c3probe_V1_CANDIDATE_R9_W1P_GSVUC/d709e67b82d5b01c,hardrock:202609189BE34D3B@2026-09-17T21:45:02Z,NON_PLAYER_MARKET,game or team market; this artifact evaluates player props only
,,,Total Points,55,-110,-110,True,open_two_sided,push on exact line,,,,,,,,0.5238095238095238,0.5238095238095238,0.04761904761904767,0.5,0.5,,,,,,,,2026-09-17T15:23:40.526596Z,c3probe_V1_CANDIDATE_R9_W1P_GSVUC/d709e67b82d5b01c,hardrock:202609189BE34D3B@2026-09-17T21:45:02Z,NON_PLAYER_MARKET,game or team market; this artifact evaluates player props only
